,hit_id,sample_id,subject_id,leaf_id,ref_id
1649,OWPX01.6690.1_5/63-436,SAMEA4378318,,S9,Bilophila_wadsworthia__BilWads6
1650,OWPX01.6690.1_4/11-266,SAMEA4378318,,S17,Bilophila_sp._4_1_30__BilSpec3
1651,OWPX01.52626.1_2/6-156,SAMEA4378318,,S891,Desulfitibacter_alkalitolerans__DfiAlka2
1652,OWGO01.2715.1_13/64-437,SAMEA3708651,,S9,Bilophila_wadsworthia__BilWads6
1653,OWGO01.2715.1_12/11-266,SAMEA3708651,,S63,Bilophila_wadsworthia__BilWads6
1654,UZLV01.11752.1_1/64-437,SAMN00715224,,S154,Bilophila_sp._4_1_30__BilSpec3
1655,OYMK01.554.1_1/81-454,SAMN06165355,10598702,S9,Bilophila_wadsworthia__BilWads6
1656,OYMK01.554.1_2/11-266,SAMN06165355,10598702,S63,Bilophila_wadsworthia__BilWads6
1657,OYMK01.7147.1_1/7-226,SAMN06165355,10598702,,
1658,OYMK01.11264.1_1/6-97,SAMN06165355,10598702,S1329,Deep_sea_sediment_clone__JN798931
1659,UZRK01.30711.1_2/7-171,SAMN00791970,,,
1660,UZRK01.30711.1_1/11-81,SAMN00791970,,,
1661,UZMO01.24259.1_1/11-137,SAMN00715236,,S363,uncultured_bacterium__EF645667
1662,UZMO01.24259.1_2/1-110,SAMN00715236,,S1332,uncultured_bacterium__EF645667
1663,UESP01.1252.1_3/63-436,SAMN06115443,,S494,Desulfovibrio_piger__DslPige3
1664,UESP01.2631.1_1/64-437,SAMN06115443,,S9,Bilophila_wadsworthia__BilWads6
1665,UESP01.13209.1_1/63-432,SAMN06115443,,S903,Desulfovibrio_vulgaris__DQ826729
1666,UESP01.2631.1_2/11-266,SAMN06115443,,S63,Bilophila_wadsworthia__BilWads6
1667,UESP01.1252.1_2/11-266,SAMN06115443,,S251,Desulfovibrio_piger__DslPige3
1668,UESP01.32728.1_1/1-246,SAMN06115443,,,
1669,UPEJ01.108737.1_1/1-186,SAMEA2737700,,S1333,uncultured_bacterium__EF645667
1670,UPEJ01.81029.1_1/1-213,SAMEA2737700,,S170,Bilophila_wadsworthia__BilWads6
1671,UPEJ01.78661.1_1/2-142,SAMEA2737700,,S459,Bilophila_wadsworthia__BilWads6
1672,UPEJ01.102909.1_1/91-194,SAMEA2737700,,,
1673,UPEJ01.115662.1_1/1-92,SAMEA2737700,,,
1674,OOXG01.35465.1_1/64-171,SAMEA2042830,,S155,Bilophila_wadsworthia__BilWads6
1675,ULTP01.25454.1_2/17-181,SAMEA4835737,,,
1676,OWEG01.46633.1_1/11-218,SAMEA3708547,,,
1677,UZTF01.33942.1_1/1-124,SAMN00792115,,S1338,Bilophila_sp._4_1_30__BilSpec3
1678,ULVW01.70081.1_1/13-177,SAMEA4835796,,,
1679,ULVW01.7162.1_2/6-154,SAMEA4835796,,S1339,Desulfitibacter_alkalitolerans__DfiAlka2
1680,ULVW01.7162.1_1/3-137,SAMEA4835796,,,
1681,ULVW01.90315.1_1/1-81,SAMEA4835796,,,
1682,ULVW01.88470.1_1/63-142,SAMEA4835796,,,
1683,UESG01.662.1_20/64-437,SAMN06115514,,S9,Bilophila_wadsworthia__BilWads6
1684,UESG01.662.1_19/1-253,SAMN06115514,,S63,Bilophila_wadsworthia__BilWads6
1685,OYJX01.2132.1_1/64-132,SAMN06165651,50682950,,
1686,UZNZ01.10405.1_1/1-303,SAMN00791976,,,
1687,UZNZ01.10405.1_2/1-253,SAMN00791976,,S719,Desulfovibrio_piger__DslPige4
1688,UZNZ01.13126.1_3/65-148,SAMN00791976,,,
1689,ORSM01.42699.1_2/2-137,SAMEA2338784,,S1340,Desulfovibrio_piger__DslPige3
1690,ORSM01.43315.1_1/51-154,SAMEA2338784,,,
1691,ULZK01.4358.1_1/64-176,SAMEA4835887,,,
1692,ULUT01.40576.1_1/1-232,SAMEA4835766,,,
1693,ULUT01.26547.1_1/1-170,SAMEA4835766,,S1078,Desulfovibrio_piger__DslPige3
1694,ULUT01.46682.1_1/63-198,SAMEA4835766,,,
1695,UZHK01.3027.1_4/64-437,SAMN00791936,,S9,Bilophila_wadsworthia__BilWads6
1696,UZHK01.3027.1_3/1-253,SAMN00791936,,S63,Bilophila_wadsworthia__BilWads6
1697,UYER01.19055.1_1/63-264,SAMEA2151383,,S546,Desulfovibrio_piger__DslPige4
1698,UYER01.26575.1_2/1-214,SAMEA2151383,,S266,Desulfovibrio_piger__DslPige3
1699,UYER01.26575.1_1/1-186,SAMEA2151383,,,
1700,OZIL01.2827.1_3/27-294,SAMN06165266,71474566,S493,Moorella_thermoacetica_Y72_copy_2__MooTher5
1701,OZIL01.1698.1_6/27-293,SAMN06165266,71474566,S1054,Moorella_thermoacetica_Y72_copy_2__MooTher5
1702,OVIZ01.173.1_2/64-437,SAMN02676152,,S9,Bilophila_wadsworthia__BilWads6
1703,OVIZ01.173.1_1/11-266,SAMN02676152,,S63,Bilophila_wadsworthia__BilWads6
1704,ORQP01.8982.1_2/64-437,SAMEA2338680,,S9,Bilophila_wadsworthia__BilWads6
1705,ORQP01.8982.1_1/11-190,SAMEA2338680,,,
1706,UXSG01.82931.1_1/3-267,SAMEA2160616,,S1341,Desulfovibrio_piger__DslPige3
1707,UALF01.7725.1_2/11-266,SAMN06164595,13530241,S827,uncultured_bacterium__EF645667
1708,UALF01.7725.1_1/15-178,SAMN06164595,13530241,S805,Desulfovibrio_piger__DslPige3
1709,UMAZ01.54304.1_2/1-96,SAMEA4835929,,,
1710,ORNF01.49677.1_2/1-267,SAMEA2338714,,S633,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
1711,UMLL01.90295.1_16/64-437,SAMEA4836200,,S9,Bilophila_wadsworthia__BilWads6
1712,UMLL01.90295.1_15/11-266,SAMEA4836200,,S63,Bilophila_wadsworthia__BilWads6
1713,UMLL01.5291.1_4/11-266,SAMEA4836200,,S579,Desulfovibrio_piger__DslPige3
1714,UMLL01.82854.1_2/11-266,SAMEA4836200,,S574,uncultured_bacterium__EF645667
1715,UMLL01.5291.1_5/13-177,SAMEA4836200,,,
1716,UMLL01.82854.1_1/10-174,SAMEA4836200,,,
1717,UMLL01.58994.1_55/63-193,SAMEA4836200,,,
1718,UMLL01.5291.1_1/63-193,SAMEA4836200,,,
1719,OYHK01.315.1_3/63-436,SAMN06165707,71705246,S325,Bilophila_wadsworthia__BilWads6
1720,OYHK01.315.1_2/11-266,SAMN06165707,71705246,S39,Bilophila_wadsworthia__BilWads6
1721,OYHK01.4928.1_1/12-176,SAMN06165707,71705246,,
1722,OVYN01.501.1_12/64-437,SAMEA3708645,,S9,Bilophila_wadsworthia__BilWads6
1723,OVYN01.501.1_13/11-266,SAMEA3708645,,S63,Bilophila_wadsworthia__BilWads6
1724,OVYN01.12275.1_2/11-266,SAMEA3708645,,S1330,uncultured_bacterium__EF645667
1725,OVYN01.32421.1_1/63-316,SAMEA3708645,,,
1726,OWRS01.952.1_22/64-437,SAMEA4378279,,S9,Bilophila_wadsworthia__BilWads6
1727,OWRS01.58.1_38/62-435,SAMEA4378279,,S447,uncultured_bacterium__EF645667
1728,OWRS01.952.1_21/11-266,SAMEA4378279,,S63,Bilophila_wadsworthia__BilWads6
1729,OWRS01.58.1_39/11-266,SAMEA4378279,,S419,uncultured_bacterium__EF645667
1730,UEOP01.41.1_73/64-437,SAMN06115503,,S9,Bilophila_wadsworthia__BilWads6
1731,UEOP01.41.1_72/11-266,SAMN06115503,,S63,Bilophila_wadsworthia__BilWads6
1732,CABQGF01.21.1_8/63-437,SAMEA5850053,,S968,Desulfovibrio_vulgaris__DQ826729
1733,CABQGF01.21.1_9/11-266,SAMEA5850053,,S1342,Bilophila_wadsworthia__BilWads6
1734,ORQZ01.3121.1_4/64-437,SAMEA2338675,,S156,Bilophila_sp._4_1_30__BilSpec3
1735,ORQZ01.3121.1_5/11-266,SAMEA2338675,,S63,Bilophila_wadsworthia__BilWads6
1736,CABQUV01.16.1_11/27-293,SAMEA5850441,,S1343,Moorella_thermoacetica_Y72_copy_2__MooTher5
1737,ORVL01.2853.1_13/63-436,SAMEA2338835,,S129,Desulfovibrio_sp._3_1_syn3__DsvSp230
1738,ORVL01.2853.1_12/11-266,SAMEA2338835,,S846,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
1739,ORVL01.65342.1_1/1-226,SAMEA2338835,,,
1740,OWGN01.692.1_13/64-437,SAMEA3708654,,S9,Bilophila_wadsworthia__BilWads6
1741,OWGN01.692.1_14/11-266,SAMEA3708654,,S63,Bilophila_wadsworthia__BilWads6
1742,OQQU01.95348.1_1/1-177,SAMN02712159,,,
1743,OYTA01.2866.1_1/64-437,SAMN06165348,10057608,S9,Bilophila_wadsworthia__BilWads6
1744,OYTA01.2866.1_2/11-266,SAMN06165348,10057608,S63,Bilophila_wadsworthia__BilWads6
1745,UPWM01.18108.1_1/11-266,SAMN06112020,,S17,Bilophila_sp._4_1_30__BilSpec3
1746,UPWM01.32464.1_1/64-258,SAMN06112020,,S157,Bilophila_sp._4_1_30__BilSpec3
1747,UESA01.18044.1_1/62-435,SAMN06115428,,S657,Bilophila_wadsworthia__BilWads6
1748,UESA01.7359.1_1/21-344,SAMN06115428,,S1344,Desulfovibrio_vulgaris__DQ826729
1749,UESA01.7359.1_2/11-266,SAMN06115428,,S1345,Bilophila_wadsworthia__BilWads6
1750,UESA01.18044.1_2/2-251,SAMN06115428,,S1346,uncultured_bacterium__EF645667
1751,UESA01.65231.1_1/11-210,SAMN06115428,,S618,Bilophila_wadsworthia__BilWads6
1752,UXQU01.28398.1_4/2-118,SAMEA2162475,,,
1753,UXQU01.73593.1_1/3-135,SAMEA2162475,,S425,Anaerobic_bacterium_sk.prop8__Bv2Prop2
1754,OYIE01.213.1_2/47-420,SAMN06165484,16935973,S9,Bilophila_wadsworthia__BilWads6
1755,OYIE01.213.1_1/11-266,SAMN06165484,16935973,S17,Bilophila_sp._4_1_30__BilSpec3
1756,JABLTO01.179291.1_4/64-437,SAMN14651225,,S9,Bilophila_wadsworthia__BilWads6
1757,JABLTO01.179291.1_3/11-266,SAMN14651225,,S63,Bilophila_wadsworthia__BilWads6
1758,OVZD01.1803.1_16/64-437,SAMEA3708671,,S9,Bilophila_wadsworthia__BilWads6
1759,OVZD01.4003.1_11/51-400,SAMEA3708671,,S637,Gordonibacter_pamelaeae__GrdPame5
1760,OVZD01.1803.1_15/11-266,SAMEA3708671,,S63,Bilophila_wadsworthia__BilWads6
1761,OVZD01.4003.1_10/3-237,SAMEA3708671,,S638,Gordonibacter_pamelaeae__GrdPame5
1762,OVZD01.70372.1_1/1-219,SAMEA3708671,,,
1763,USVF01.386.1_14/64-437,SAMN06112086,,S9,Bilophila_wadsworthia__BilWads6
1764,USVF01.386.1_15/11-266,SAMN06112086,,S63,Bilophila_wadsworthia__BilWads6
1765,OYVR01.58638.1_1/63-191,SAMN06164990,30733891,S1347,uncultured_bacterium__EF645665
1766,ORWG01.32262.1_1/64-125,SAMEA2338861,,,
1767,CAJMRA01.53.1_4/63-436,SAMEA7852817,,S1348,Desulfovibrio_piger__DslPige3
1768,CAJMRA01.235.1_1/63-436,SAMEA7852817,,S1349,Desulfovibrio_piger__DslPige4
1769,CAJMRA01.235.1_2/11-266,SAMEA7852817,,S1057,uncultured_bacterium__EF645667
1770,CAJMRA01.53.1_3/11-266,SAMEA7852817,,S267,Desulfovibrio_piger__DslPige3
1771,OYTL01.393.1_1/64-437,SAMN06165595,30756617,S9,Bilophila_wadsworthia__BilWads6
1772,OYTL01.393.1_2/11-266,SAMN06165595,30756617,S63,Bilophila_wadsworthia__BilWads6
1773,OPBS01.17226.1_3/40-291,SAMEA2042578,,S1350,Moorella_thermoacetica_Y72_copy_2__MooTher5
1774,ORNK01.7682.1_1/11-266,SAMEA2338690,,S63,Bilophila_wadsworthia__BilWads6
1775,ORNK01.7682.1_2/1-238,SAMEA2338690,,,
1776,OWPE01.49286.1_1/17-181,SAMEA4378236,,,
1777,USYS01.30542.1_2/14-387,SAMN06112090,,S587,Desulfovibrio_piger__DslPige3
1778,USYS01.15285.1_1/1-357,SAMN06112090,,S1186,uncultured_bacterium__EF645667
1779,USYS01.4501.1_8/63-380,SAMN06112090,,S1285,Desulfovibrio_vulgaris__DQ826729
1780,USYS01.2685.1_2/11-266,SAMN06112090,,S1223,Bilophila_wadsworthia__BilWads6
1781,USYS01.15285.1_2/11-266,SAMN06112090,,S419,uncultured_bacterium__EF645667
1782,USYS01.14363.1_1/3-95,SAMN06112090,,,
1783,ORCF01.9.1_52/63-436,SAMN04158618,,S1016,Desulfovibrio_sp._Dsv1__DsvSp233
1784,ORCF01.9.1_51/11-266,SAMN04158618,,S1017,Desulfovibrio_sp._Dsv1__DsvSp233
1785,ORCF01.82739.1_1/52-189,SAMN04158618,,,
1786,ORCF01.98001.1_2/2-160,SAMN04158618,,,
1787,OYMD01.818.1_2/1-255,SAMN06165452,14952019,,
1788,OYMD01.818.1_1/11-93,SAMN06165452,14952019,,
1789,UPRJ01.4846.1_6/64-437,SAMEA2737745,,S9,Bilophila_wadsworthia__BilWads6
1790,UPRJ01.4846.1_5/11-266,SAMEA2737745,,S63,Bilophila_wadsworthia__BilWads6
1791,UPRJ01.32940.1_2/11-266,SAMEA2737745,,S786,Desulfovibrio_piger__DslPige3
1792,UPRJ01.76798.1_1/51-207,SAMEA2737745,,,
1793,UPRJ01.32940.1_1/2-140,SAMEA2737745,,,
1794,UPRJ01.69812.1_2/2-140,SAMEA2737745,,,
1795,UPRJ01.69812.1_1/11-75,SAMEA2737745,,,
1796,UZUF01.14766.1_1/64-123,SAMN00792118,,,
1797,UPWZ01.225.1_10/64-437,SAMN06112010,,S9,Bilophila_wadsworthia__BilWads6
1798,UPWZ01.225.1_11/11-266,SAMN06112010,,S63,Bilophila_wadsworthia__BilWads6
1799,OVFJ01.1198.1_1/64-437,SAMN06016335,,S9,Bilophila_wadsworthia__BilWads6
1800,OVFJ01.5655.1_2/63-436,SAMN06016335,,S351,uncultured_bacterium__EF645667
1801,OVFJ01.1198.1_2/11-266,SAMN06016335,,S63,Bilophila_wadsworthia__BilWads6
1802,OVFJ01.5655.1_1/11-266,SAMN06016335,,S1330,uncultured_bacterium__EF645667
1803,OVFJ01.44002.1_1/2-215,SAMN06016335,,S1351,Anaerobic_bacterium_sk.prop8__Bv2Prop2
1804,OVFJ01.49379.1_1/2-146,SAMN06016335,,,
1805,UEQM01.1663.1_1/64-355,SAMN06115440,,,
1806,UEQM01.512.1_2/11-266,SAMN06115440,,S63,Bilophila_wadsworthia__BilWads6
1807,UMGG01.37389.1_2/11-266,SAMEA4836064,,S828,uncultured_bacterium__EF645667
1808,UMGG01.19571.1_1/11-266,SAMEA4836064,,S258,Desulfovibrio_piger__DslPige3
1809,UMGG01.51117.1_1/1-193,SAMEA4836064,,,
1810,UMGG01.77050.1_4/63-143,SAMEA4836064,,,
1811,UMGG01.81647.1_2/63-143,SAMEA4836064,,,
1812,UEQI01.11142.1_2/2-216,SAMN06115467,,,
1813,UEQI01.23613.1_1/64-213,SAMN06115467,,,
1814,OROW01.9403.1_5/64-437,SAMEA2338762,,S9,Bilophila_wadsworthia__BilWads6
1815,OROW01.9403.1_4/11-178,SAMEA2338762,,S40,Bilophila_wadsworthia__BilWads6
1816,UZHQ01.7216.1_2/77-450,SAMN00791903,,S658,uncultured_bacterium__EF645667
1817,UZHQ01.7216.1_1/11-266,SAMN00791903,,S363,uncultured_bacterium__EF645667
1818,UXMP01.59062.1_1/1-187,SAMEA1964687,,,
1819,UXMP01.60651.1_1/1-184,SAMEA1964687,,,
1820,UXMP01.56722.1_1/2-140,SAMEA1964687,,,
1821,UXMP01.56855.1_2/2-140,SAMEA1964687,,,
1822,UXMP01.6140.1_5/63-146,SAMEA1964687,,,
1823,UXMP01.17857.1_2/64-147,SAMEA1964687,,,
1824,OYSK01.2491.1_1/64-133,SAMN06165468,16485541,,
1825,WHDT01.103.1_7/26-290,SAMN12905253,,S1352,Moorella_thermoacetica_Y72_copy_2__MooTher5
1826,UZSU01.5092.1_3/64-437,SAMN00792091,,S9,Bilophila_wadsworthia__BilWads6
1827,UZSU01.5092.1_2/11-266,SAMN00792091,,S63,Bilophila_wadsworthia__BilWads6
1828,UYKP01.770.1_15/40-291,SAMN03653686,P4,S1221,Moorella_thermoacetica_Y72_copy_2__MooTher5
1829,OYUZ01.1232.1_2/64-437,SAMN06165564,19966838,S9,Bilophila_wadsworthia__BilWads6
1830,OYUZ01.1810.1_1/11-266,SAMN06165564,19966838,S748,Bilophila_wadsworthia__BilWads6
1831,UZUR01.12685.1_1/1-346,SAMN00792056,,S806,Desulfovibrio_piger__DslPige2
1832,UZUR01.12685.1_2/11-266,SAMN00792056,,S251,Desulfovibrio_piger__DslPige3
1833,ORTX01.26068.1_1/1-97,SAMEA2338815,,,
1834,ORMX01.9416.1_3/63-436,SAMEA2338745,,S489,Desulfovibrio_piger__DslPige3
1835,ORMX01.9416.1_2/11-266,SAMEA2338745,,S268,Desulfovibrio_piger__DslPige3
1836,JAHAKZ01.52.1_4/11-266,SAMN17801608,,S251,Desulfovibrio_piger__DslPige3
1837,JAHAKZ01.9.1_2/11-266,SAMN17801608,,S574,uncultured_bacterium__EF645667
1838,JAHAKZ01.1.1_1/63-237,SAMN17801608,,,
1839,JAHAKZ01.52.1_1/63-237,SAMN17801608,,,
1840,JAHAKZ01.52.1_5/1-196,SAMN17801608,,,
1841,JAHAKZ01.9.1_1/1-196,SAMN17801608,,,
1842,CAAFCN01.654.1_2/56-403,SAMEA5278459,SRP056480|IT8,S1334,Anaerobic_bacterium_sk.prop8__Bv2Prop2
1843,CAAFCN01.654.1_3/6-240,SAMEA5278459,SRP056480|IT8,S1224,Desulfitibacter_alkalitolerans__DfiAlka2
1844,OQQT01.62665.1_1/4-142,SAMN02712163,,,
1845,UYDU01.44051.1_1/21-276,SAMEA2159529,,,
1846,UYDU01.34002.1_1/64-170,SAMEA2159529,,,
1847,DXXD01.201.1_2/571-834,SAMN19225239,,S1353,Moorella_thermoacetica_Y72_copy_2__MooTher5
1848,UPSV01.52668.1_1/30-276,SAMN06111977,,S659,Candidatus_Desulfovibrio_trichonymphae
1849,UPSV01.31992.1_1/11-266,SAMN06111977,,S419,uncultured_bacterium__EF645667
1850,UYCT01.23087.1_1/5-240,SAMEA2143633,,S1276,Desulfitibacter_alkalitolerans__DfiAlka2
1851,UYCT01.23087.1_2/1-143,SAMEA2143633,,S1354,Anaerobic_bacterium_sk.prop8__Bv2Prop2
1852,OQHT01.23672.1_1/5-166,SAMD00036218,,S1276,Desulfitibacter_alkalitolerans__DfiAlka2
1853,OQHT01.23672.1_2/9-135,SAMD00036218,,S1355,Anaerobic_bacterium_sk.prop8__Bv2Prop2
1854,OQGO01.6033.1_1/64-259,SAMD00036196,,S326,Desulfovibrio_piger__DslPige3
1855,OQGO01.6033.1_3/11-147,SAMD00036196,,S913,Desulfovibrio_piger__DslPige3
1856,OQGO01.6033.1_4/1-118,SAMD00036196,,S1356,Desulfovibrio_piger__DslPige3
1857,OQGO01.6033.1_2/1-96,SAMD00036196,,,
1858,UPCL01.2239.1_10/63-436,SAMEA2737706,,S313,Desulfovibrio_piger__DslPige3
1859,UPCL01.2239.1_9/11-266,SAMEA2737706,,S790,Desulfovibrio_piger__DslPige3
1860,OYPF01.122.1_2/96-469,SAMN06165438,13530241,S158,Bilophila_sp._4_1_30__BilSpec3
1861,OYPF01.122.1_1/11-266,SAMN06165438,13530241,S17,Bilophila_sp._4_1_30__BilSpec3
1862,ULUL01.47445.1_1/1-232,SAMEA4835759,,S903,Desulfovibrio_vulgaris__DQ826729
1863,OWBD01.1314.1_9/64-437,SAMEA3708528,,S9,Bilophila_wadsworthia__BilWads6
1864,OWBD01.1314.1_8/11-266,SAMEA3708528,,S63,Bilophila_wadsworthia__BilWads6
1865,UZQW01.40033.1_1/51-340,SAMN00792001,,S576,Desulfovibrio_piger__DslPige3
1866,UZQW01.16332.1_2/11-266,SAMN00792001,,S1007,Desulfovibrio_piger__DslPige3
1867,UZQW01.36259.1_1/1-108,SAMN00792001,,,
1868,UZQW01.16332.1_1/1-101,SAMN00792001,,,
1869,UEOV01.5028.1_2/65-438,SAMN06115537,,S541,Desulfovibrio_piger__DslPige3
1870,UEOV01.180.1_11/64-437,SAMN06115537,,S9,Bilophila_wadsworthia__BilWads6
1871,UEOV01.180.1_12/1-253,SAMN06115537,,S63,Bilophila_wadsworthia__BilWads6
1872,UEOV01.5028.1_3/11-266,SAMN06115537,,S251,Desulfovibrio_piger__DslPige3
1873,OPXW01.39742.1_1/1-130,SAMEA2042009,,,
1874,OPXW01.24098.1_2/62-157,SAMEA2042009,,,
1875,CABTSC01.123.1_4/63-435,SAMEA5853094,SRP029441|NV.PA,S969,Desulfovibrio_vulgaris__DQ826729
1876,CABTSC01.123.1_5/11-266,SAMEA5853094,SRP029441|NV.PA,S1357,Bilophila_wadsworthia__BilWads6
1877,OUQA01.11758.1_1/64-400,SAMN05194697,,S159,Bilophila_sp._4_1_30__BilSpec3
1878,OUQA01.30576.1_1/1-192,SAMN05194697,,S1358,Bilophila_sp._4_1_30__BilSpec3
1879,OWRY01.3458.1_10/64-437,SAMEA4378316,,S9,Bilophila_wadsworthia__BilWads6
1880,OWRY01.3458.1_11/11-266,SAMEA4378316,,S41,Bilophila_wadsworthia__BilWads6
1881,OWRY01.75569.1_1/1-192,SAMEA4378316,,,
1882,UYCV01.9792.1_2/64-437,SAMEA2152591,,S160,Bilophila_wadsworthia__BilWads6
1883,UYCV01.9792.1_1/1-122,SAMEA2152591,,,
1884,OZHZ01.19631.1_2/11-220,SAMN06165200,70312587,S363,uncultured_bacterium__EF645667
1885,OZHZ01.19447.1_1/62-244,SAMN06165200,70312587,,
1886,OZHZ01.19631.1_1/1-130,SAMN06165200,70312587,,
1887,OWGZ01.11872.1_3/11-266,SAMEA3708514,,S63,Bilophila_wadsworthia__BilWads6
1888,OWGZ01.11872.1_4/1-215,SAMEA3708514,,,
1889,USWE01.1127.1_5/63-436,SAMN06112076,,S383,Desulfovibrio_piger__DslPige2
1890,USWE01.4069.1_7/63-435,SAMN06112076,,S970,Desulfovibrio_vulgaris__DQ826729
1891,USWE01.1127.1_1/1-350,SAMN06112076,,,
1892,USWE01.1127.1_2/11-266,SAMN06112076,,S63,Bilophila_wadsworthia__BilWads6
1893,USWE01.4069.1_8/11-266,SAMN06112076,,S1361,Bilophila_wadsworthia__BilWads6
1894,USWE01.1127.1_6/11-266,SAMN06112076,,S720,uncultured_bacterium__EF645667
1895,USWE01.40744.1_2/1-280,SAMN06112076,,S365,Anaerobic_bacterium_sk.prop8__Bv2Prop2
1896,ORQL01.54959.1_2/1-177,SAMEA2338653,,S1354,Anaerobic_bacterium_sk.prop8__Bv2Prop2
1897,UEYL01.268.1_12/64-437,SAMN06115482,,S9,Bilophila_wadsworthia__BilWads6
1898,UEYL01.268.1_13/11-266,SAMN06115482,,S63,Bilophila_wadsworthia__BilWads6
1899,CABREG01.5.1_15/53-398,SAMEA5850674,ERP008729|31549,S1314,MSW_digester_clone__Unc01cxc
1900,CABREG01.5.1_16/5-240,SAMEA5850674,ERP008729|31549,S1315,Desulfitibacter_alkalitolerans__DfiAlka2
1901,OWEL01.305.1_34/63-436,SAMEA3708636,,S590,Desulfovibrio_piger__DslPige3
1902,OWEL01.4091.1_6/64-437,SAMEA3708636,,S9,Bilophila_wadsworthia__BilWads6
1903,OWEL01.4091.1_5/11-266,SAMEA3708636,,S63,Bilophila_wadsworthia__BilWads6
1904,OWEL01.305.1_35/11-266,SAMEA3708636,,S712,Desulfovibrio_piger__DslPige3
1905,OYNJ01.225.1_2/65-438,SAMN06165351,10057608,S161,Bilophila_sp._4_1_30__BilSpec3
1906,OYNJ01.225.1_1/11-266,SAMN06165351,10057608,S63,Bilophila_wadsworthia__BilWads6
1907,UPPV01.24436.1_1/2-278,SAMEA2737785,,,
1908,ADCO01.120.1_11/64-437,SAMN02463823,,S9,Bilophila_wadsworthia__BilWads6
1909,ADCO01.120.1_12/11-266,SAMN02463823,,S17,Bilophila_sp._4_1_30__BilSpec3
1910,OQCZ01.8482.1_4/11-154,SAMD00036329,,,
1911,OQCZ01.8482.1_5/1-101,SAMD00036329,,S1362,Bilophila_wadsworthia__BilWads6
1912,OQCZ01.8482.1_2/1-96,SAMD00036329,,S1363,Bilophila_sp._4_1_30__BilSpec3
1913,OYLB01.397.1_1/1-362,SAMN06165525,18912764,,
1914,OUQV01.4454.1_2/63-436,SAMN05194692,,S351,uncultured_bacterium__EF645667
1915,OUQV01.4454.1_1/11-266,SAMN05194692,,S1330,uncultured_bacterium__EF645667
1916,ORNG01.5819.1_2/11-266,SAMEA2338711,,S63,Bilophila_wadsworthia__BilWads6
1917,ORNG01.5819.1_1/1-210,SAMEA2338711,,,
1918,ORNG01.22395.1_2/64-160,SAMEA2338711,,S162,Bilophila_sp._4_1_30__BilSpec3
1919,ORNG01.9965.1_2/27-293,SAMEA2338711,,S1364,Archaeoglobus_sulfaticallidus__ArgSulfa
1920,OQNE01.11495.1_2/63-435,SAMD00036386,,S355,Bilophila_sp._4_1_30__BilSpec3
1921,OQNE01.11495.1_1/11-172,SAMD00036386,,,
1922,OQNE01.6336.1_1/4-86,SAMD00036386,,S1233,Bilophila_sp._4_1_30__BilSpec3
1923,OVYS01.1671.1_2/37-290,SAMEA3708682,,S1365,Moorella_thermoacetica_Y72_copy_2__MooTher5
1924,UMHD01.646.1_16/64-437,SAMEA4836091,,S9,Bilophila_wadsworthia__BilWads6
1925,UMHD01.646.1_17/11-266,SAMEA4836091,,S63,Bilophila_wadsworthia__BilWads6
1926,OYSH01.833.1_2/64-437,SAMN06165504,18184323,S9,Bilophila_wadsworthia__BilWads6
1927,OYSH01.833.1_1/11-266,SAMN06165504,18184323,S63,Bilophila_wadsworthia__BilWads6
1928,ULSM01.42723.1_1/13-177,SAMEA4835710,,,
1929,OQFS01.51574.1_1/18-109,SAMD00036217,,S1366,Bilophila_wadsworthia__BilWads6
1930,ULRP01.80793.1_1/11-218,SAMEA4835685,,S363,uncultured_bacterium__EF645667
1931,ULRP01.80793.1_2/1-156,SAMEA4835685,,S1367,Desulfovibrio_piger__DslPige3
1932,OVXQ01.14723.1_1/64-437,SAMEA3708714,,S9,Bilophila_wadsworthia__BilWads6
1933,UPOK01.31553.1_1/2-325,SAMEA2737744,,S1368,Anaerobic_bacterium_sk.prop8__Bv2Prop2
1934,OYUM01.2885.1_1/65-154,SAMN06165693,70995736,,
1935,UMGV01.9026.1_2/11-174,SAMEA4836081,,,
1936,UMGV01.9026.1_1/1-133,SAMEA4836081,,,
1937,UMGV01.39708.1_6/27-293,SAMEA4836081,,S1369,Moorella_thermoacetica_Y72_copy_2__MooTher5
1938,OPXN01.48009.1_1/1-201,SAMEA1965906,,S887,Bilophila_sp._4_1_30__BilSpec3
1939,CABSBZ01.16.1_2/63-436,SAMEA5851638,,S993,Desulfovibrio_vulgaris__DQ826729
1940,CABSBZ01.16.1_3/11-266,SAMEA5851638,,S992,Bilophila_wadsworthia__BilWads6
1941,OYQJ01.3007.1_1/1-202,SAMN06165398,12112483,,
1942,CAAGJV01.123.1_4/63-435,SAMEA5279610,SRP056480|IT8,S969,Desulfovibrio_vulgaris__DQ826729
1943,CAAGJV01.123.1_5/11-266,SAMEA5279610,SRP056480|IT8,S1357,Bilophila_wadsworthia__BilWads6
1944,ULUH01.33449.1_1/63-436,SAMEA4835753,,S321,Desulfovibrio_piger__DslPige3
1945,ULUH01.7013.1_1/1-224,SAMEA4835753,,,
