,hit_id,ref_id
229,UMAT01.68855.1_1/63-203,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
230,OWAF01.4610.1_5/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
231,OWAF01.4610.1_4/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
232,ORSO01.3950.1_4/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
233,ULSQ01.37719.1_1/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
234,ULSQ01.37719.1_2/11-200,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
235,UYCX01.51120.1_1/51-384,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
236,OUQE01.3378.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
237,UXRC01.13702.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
238,UXRC01.13702.1_3/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
239,UESF01.627.1_14/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
240,UESF01.627.1_15/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
241,OPVM01.34222.1_1/49-318,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
242,JABLTQ01.5509.1_21/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
243,JABLTQ01.5509.1_20/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
244,OWSL01.5835.1_3/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
245,OUPY01.33297.1_1/26-399,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
246,UESD01.12614.1_2/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
247,UESD01.12614.1_3/11-162,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
248,UXIX01.4530.1_3/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
249,UZLL01.11034.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
250,CAJKMX01.1.1_96/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
251,CAJKMX01.1.1_95/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
252,OVMJ01.112.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
253,OVMJ01.112.1_9/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
254,UEQJ01.34160.1_1/1-357,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
255,UEQJ01.37408.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
256,UEQJ01.70046.1_1/1-165,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
257,OYNB01.187.1_2/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
258,OYNB01.459.1_2/1-137,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
259,UPRQ01.42214.1_1/63-198,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
260,UMGK01.51445.1_1/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
261,OYIK01.52.1_3/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
262,OYIK01.52.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
263,UEPO01.43.1_66/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
264,UAAM01.9489.1_1/1-337,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
265,OVXV01.6718.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
266,OVXV01.6718.1_5/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
267,CAADZE01.1465.1_1/1-347,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
268,CAADZE01.1465.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
269,OVML01.2374.1_5/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
270,ORNS01.11835.1_1/11-233,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
271,OVXW01.7201.1_5/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
272,UXSO01.12475.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
273,USYB01.29591.1_2/2-327,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
274,USYB01.13008.1_1/11-238,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
275,UZLR01.2781.1_3/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
276,OZCW01.3119.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
277,OVZN01.7286.1_3/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
278,UXQV01.11559.1_5/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
279,UXQV01.11559.1_4/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
280,OPBR01.13432.1_2/1-288,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
281,OPBR01.13432.1_1/11-216,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
282,OWAD01.10695.1_2/32-369,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
283,UZPZ01.14759.1_2/1-321,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
284,UZPZ01.14759.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
285,ORPU01.17391.1_2/64-437,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
286,OYOJ01.200.1_3/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
287,OYOJ01.200.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
288,OUOY01.46363.1_1/1-251,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
289,OYUP01.141.1_3/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
290,OYUP01.141.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
291,ORNU01.12644.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
292,ORNU01.12644.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
293,OYFC01.161.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
294,ORNC01.7878.1_2/64-437,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
295,UERA01.130.1_43/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
296,UERA01.130.1_44/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
297,OPBC01.22934.1_1/1-274,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
298,ORRB01.47930.1_1/1-258,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
299,UEPJ01.120.1_5/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
300,UEPJ01.120.1_9/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
301,UEPJ01.120.1_6/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
302,OYOC01.188.1_3/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
303,OYOC01.188.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
304,ORQV01.11807.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
305,UXRL01.12825.1_1/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
306,UZOC01.4035.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
307,ULQF01.78973.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
308,OWQK01.14150.1_1/1-374,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
309,OWQK01.14150.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
310,ULVI01.3370.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
311,UYCU01.3179.1_6/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
312,UYCU01.3179.1_5/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
313,UZKR01.5017.1_4/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
314,UXMQ01.56405.1_2/11-175,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
315,OZVT01.14145.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
316,UMHL01.29304.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
317,OPWU01.9928.1_1/64-437,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
318,USXZ01.8618.1_5/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
319,USXZ01.8618.1_4/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
320,UYCZ01.8487.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
321,UZHJ01.8185.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
322,UZHJ01.8185.1_3/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
323,OYZZ01.8516.1_2/15-363,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
324,OYZZ01.8516.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
325,UZKC01.5489.1_2/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
326,UZMC01.24336.1_1/1-237,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
327,ULRO01.1297.1_3/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
328,UXTT01.10357.1_1/1-362,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
329,UXTT01.11468.1_1/1-227,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
330,OYOX01.493.1_2/1-253,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
331,OYMN01.130.1_3/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
332,OYMN01.130.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
333,UZVK01.12046.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
334,UZVK01.12046.1_1/11-260,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
335,OWUB01.4969.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
336,UEQL01.1.1_90/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
337,UEQL01.1.1_86/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
338,UEQL01.1.1_85/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
339,UEQL01.1.1_89/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
340,UAMZ01.11336.1_1/2-252,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
341,UAMZ01.15915.1_1/35-293,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
342,UXQN01.28851.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
343,OWAH01.42258.1_1/1-218,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
344,OYLS01.240.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
345,OYLS01.240.1_3/1-289,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
346,OVLV01.2220.1_4/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
347,UMIP01.24371.1_4/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
348,OOWF01.12486.1_1/1-264,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
349,OPUS01.12942.1_2/179-529,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
350,OPUS01.12942.1_1/11-189,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
351,UPXA01.14720.1_1/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
352,UPXA01.30733.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
353,UEYI01.16060.1_1/1-356,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
354,UEYI01.16060.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
355,OUPM01.8747.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
356,UALJ01.26018.1_1/11-201,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
357,ORNJ01.32790.1_1/1-218,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
358,OPVK01.67805.1_1/1-167,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
359,ORTO01.67370.1_1/11-160,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
360,OUPV01.4006.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
361,OUPV01.4006.1_5/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
362,UZOQ01.12829.1_1/63-422,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
363,UZOQ01.29194.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
364,OZGL01.39647.1_2/1-127,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
365,UZSY01.19533.1_2/51-424,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
366,UZSY01.17681.1_1/1-236,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
367,ORIR01.2277.1_1/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
368,OYXT01.22678.1_1/8-205,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
369,OYXT01.45469.1_1/1-126,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
370,UXQQ01.20325.1_1/63-400,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
371,OVSZ01.12133.1_2/15-388,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
372,OVGD01.1015.1_19/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
373,ORQT01.2325.1_6/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
374,ORQT01.2325.1_10/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
375,ORSL01.4465.1_7/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
376,OWRT01.9388.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
377,ULPH01.21657.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
378,ULPH01.38634.1_1/42-292,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
379,OPCW01.7977.1_3/11-133,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
380,OZXJ01.3909.1_3/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
381,OZXJ01.3909.1_4/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
382,UZTC01.28481.1_2/1-307,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
383,OYPR01.168.1_3/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
384,OYPR01.168.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
385,OWFA01.471.1_15/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
386,OYRN01.1542.1_2/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
387,VOFD01.1381.1_10/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
388,VOFD01.1381.1_15/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
389,VOFD01.1381.1_11/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
390,ULQD01.17546.1_1/63-178,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
391,USVL01.50272.1_1/1-198,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
392,UXTX01.19554.1_1/119-469,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
393,ULWW01.46547.1_2/1-352,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
394,OVLU01.106.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
395,UYEA01.3323.1_11/1-301,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
396,ULTM01.14838.1_1/1-180,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
397,OZHD01.48840.1_1/1-202,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
398,USUJ01.8659.1_5/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
399,USUJ01.8659.1_4/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
400,OYJG01.111.1_2/65-438,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
401,OYJG01.111.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
402,UXZE01.35372.1_2/1-100,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
403,ULZA01.9065.1_1/2-375,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
404,UPQG01.5907.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
405,UZIO01.6419.1_1/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
406,ORQD01.6682.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
407,UAAG01.26079.1_1/4-179,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
408,OVZI01.8185.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
409,ULTW01.18645.1_1/9-264,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
410,ORNP01.7462.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
411,USVO01.5543.1_4/63-436,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
412,USVO01.5543.1_5/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
413,OWPL01.10114.1_2/11-266,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
414,UPFD01.8591.1_3/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
415,UPFD01.8591.1_2/4-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
416,OYMM01.161.1_2/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
417,OPSF01.12557.1_1/62-398,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
418,ORRJ01.13417.1_2/6-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
419,OPAP01.30399.1_1/2-185,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
420,OYXC01.9658.1_1/19-265,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
421,UPMM01.15656.1_2/4-419,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
422,ORIF01.8853.1_1/4-394,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
423,WGVM01.188.1_1/4-395,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
424,OWQQ01.8304.1_2/4-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
425,UYDM01.8511.1_3/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
426,UYDM01.8511.1_2/6-419,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
427,UXRB01.19263.1_2/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
428,UPMR01.3615.1_3/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
429,UPMR01.3615.1_9/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
430,UPMR01.3615.1_10/4-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
431,UPMR01.3615.1_4/6-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
432,OWSK01.6388.1_2/6-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
433,OWSK01.6388.1_1/19-264,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
434,UPPQ01.16932.1_2/3-342,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
435,UYDJ01.9802.1_4/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
436,OUOT01.21243.1_2/19-360,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
437,OUOT01.25188.1_1/13-352,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
438,ULTH01.29009.1_1/11-258,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
439,OWCI01.296.1_2/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
440,OWCI01.30854.1_1/2-344,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
441,UPML01.16805.1_2/20-340,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
442,UPML01.16805.1_1/2-406,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
443,OWSH01.22541.1_1/34-265,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
444,ORRQ01.6132.1_3/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
445,ORRQ01.6132.1_4/4-419,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
446,UXRK01.9861.1_2/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
447,USXT01.2736.1_8/4-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
448,USXT01.2736.1_4/6-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
449,UEPD01.5105.1_1/7-421,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
450,UXSA01.47346.1_2/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
451,UXSA01.2681.1_2/6-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
452,UEPU01.6531.1_3/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
453,UEOQ01.7219.1_2/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
454,UXQO01.16248.1_3/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
455,UXQO01.16248.1_2/6-418,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
456,JAJWSO01.618.1_2/8-221,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
457,ORRO01.17421.1_1/20-361,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']"
