sample_id,merged_project_accession
SAMEA3708494,PRJEB26432
SAMEA3708495,PRJEB26832
SAMEA3708496,PRJEB26832
SAMEA3708497,PRJEB26432
SAMEA3708498,PRJEB26832
SAMEA3708499,PRJEB26432
SAMEA3708500,PRJEB26432
SAMEA3708501,PRJEB26832
SAMEA3708502,PRJEB26432
SAMEA3708503,PRJEB26832
SAMEA3708504,PRJEB26432
SAMEA3708505,PRJEB26832
SAMEA3708506,PRJEB26832
SAMEA3708507,PRJEB26832
SAMEA3708508,PRJEB26832
SAMEA3708509,PRJEB26832
SAMEA3708510,PRJEB26432
SAMEA3708511,PRJEB26832
SAMEA3708512,PRJEB26832
SAMEA3708513,PRJEB26832
SAMEA3708514,PRJEB26832
SAMEA3708515,PRJEB26432
SAMEA3708516,PRJEB26432
SAMEA3708517,PRJEB26832
SAMEA3708518,PRJEB26832
SAMEA3708519,PRJEB26832
SAMEA3708520,PRJEB26832
SAMEA3708521,PRJEB26832
SAMEA3708522,PRJEB26832
SAMEA3708523,PRJEB26432
SAMEA3708524,PRJEB26832
SAMEA3708526,PRJEB26432
SAMEA3708527,PRJEB26832
SAMEA3708528,PRJEB26832
SAMEA3708529,PRJEB26832
SAMEA3708530,PRJEB26832
SAMEA3708531,PRJEB26832
SAMEA3708532,PRJEB26432
SAMEA3708533,PRJEB26432
SAMEA3708534,PRJEB26832
SAMEA3708535,PRJEB26432
SAMEA3708536,PRJEB26432
SAMEA3708537,PRJEB26832
SAMEA3708538,PRJEB26432
SAMEA3708539,PRJEB26832
SAMEA3708540,PRJEB26832
SAMEA3708541,PRJEB26832
SAMEA3708542,PRJEB26832
SAMEA3708543,PRJEB26832
SAMEA3708544,PRJEB26832
SAMEA3708545,PRJEB26432
SAMEA3708546,PRJEB26832
SAMEA3708547,PRJEB26832
SAMEA3708548,PRJEB26832
SAMEA3708549,PRJEB26832
SAMEA3708550,PRJEB26432
SAMEA3708551,PRJEB26832
SAMEA3708552,PRJEB26432
SAMEA3708553,PRJEB26832
SAMEA3708555,PRJEB26832
SAMEA3708556,PRJEB26832
SAMEA3708557,PRJEB26832
SAMEA3708558,PRJEB26832
SAMEA3708559,PRJEB26832
SAMEA3708561,PRJEB26832
SAMEA3708562,PRJEB26832
SAMEA3708563,PRJEB26832
SAMEA3708564,PRJEB26832
SAMEA3708565,PRJEB26432
SAMEA3708566,PRJEB26832
SAMEA3708567,PRJEB26832
SAMEA3708568,PRJEB26832
SAMEA3708569,PRJEB26832
SAMEA3708570,PRJEB26432
SAMEA3708571,PRJEB26432
SAMEA3708572,PRJEB26432
SAMEA3708573,PRJEB26832
SAMEA3708574,PRJEB26432
SAMEA3708575,PRJEB26432
SAMEA3708576,PRJEB26832
SAMEA3708577,PRJEB26832
SAMEA3708578,PRJEB26832
SAMEA3708579,PRJEB26832
SAMEA3708580,PRJEB26832
SAMEA3708581,PRJEB26432
SAMEA3708582,PRJEB26832
SAMEA3708583,PRJEB26432
SAMEA3708584,PRJEB26432
SAMEA3708585,PRJEB26832
SAMEA3708586,PRJEB26832
SAMEA3708588,PRJEB26832
SAMEA3708589,PRJEB26832
SAMEA3708590,PRJEB26832
SAMEA3708591,PRJEB26832
SAMEA3708592,PRJEB26832
SAMEA3708593,PRJEB26832
SAMEA3708594,PRJEB26832
SAMEA3708595,PRJEB26832
SAMEA3708596,PRJEB26832
SAMEA3708597,PRJEB26832
SAMEA3708598,PRJEB26832
SAMEA3708599,PRJEB26832
SAMEA3708600,PRJEB26832
SAMEA3708601,PRJEB26832
SAMEA3708602,PRJEB26832
SAMEA3708603,PRJEB26832
SAMEA3708604,PRJEB26832
SAMEA3708605,PRJEB26832
SAMEA3708606,PRJEB26832
SAMEA3708607,PRJEB26832
SAMEA3708608,PRJEB26832
SAMEA3708609,PRJEB26832
SAMEA3708610,PRJEB26832
SAMEA3708611,PRJEB26832
SAMEA3708612,PRJEB26832
SAMEA3708613,PRJEB26832
SAMEA3708614,PRJEB26832
SAMEA3708615,PRJEB26832
SAMEA3708616,PRJEB26832
SAMEA3708617,PRJEB26832
SAMEA3708618,PRJEB26832
SAMEA3708619,PRJEB26832
SAMEA3708620,PRJEB26832
SAMEA3708621,PRJEB26832
SAMEA3708623,PRJEB26832
SAMEA3708624,PRJEB26832
SAMEA3708625,PRJEB26832
SAMEA3708626,PRJEB26832
SAMEA3708627,PRJEB26832
SAMEA3708628,PRJEB26832
SAMEA3708629,PRJEB26832
SAMEA3708630,PRJEB26832
SAMEA3708631,PRJEB26832
SAMEA3708632,PRJEB26832
SAMEA3708633,PRJEB26832
SAMEA3708634,PRJEB26832
SAMEA3708635,PRJEB26832
SAMEA3708636,PRJEB26832
SAMEA3708637,PRJEB26832
SAMEA3708638,PRJEB26832
SAMEA3708639,PRJEB26832
SAMEA3708640,PRJEB26432
SAMEA3708641,PRJEB26832
SAMEA3708642,PRJEB26832
SAMEA3708643,PRJEB26832
SAMEA3708644,PRJEB26832
SAMEA3708645,PRJEB26832
SAMEA3708646,PRJEB26832
SAMEA3708647,PRJEB26432
SAMEA3708648,PRJEB26832
SAMEA3708649,PRJEB26832
SAMEA3708650,PRJEB26832
SAMEA3708651,PRJEB26832
SAMEA3708652,PRJEB26832
SAMEA3708653,PRJEB26832
SAMEA3708654,PRJEB26832
SAMEA3708656,PRJEB26832
SAMEA3708657,PRJEB26432
SAMEA3708658,PRJEB26832
SAMEA3708659,PRJEB26832
SAMEA3708660,PRJEB26832
SAMEA3708661,PRJEB26832
SAMEA3708662,PRJEB26832
SAMEA3708663,PRJEB26832
SAMEA3708664,PRJEB26832
SAMEA3708666,PRJEB26832
SAMEA3708667,PRJEB26832
SAMEA3708668,PRJEB26832
SAMEA3708669,PRJEB26832
SAMEA3708670,PRJEB26832
SAMEA3708671,PRJEB26832
SAMEA3708672,PRJEB26832
SAMEA3708673,PRJEB26832
SAMEA3708674,PRJEB26832
SAMEA3708675,PRJEB26832
SAMEA3708676,PRJEB26832
SAMEA3708677,PRJEB26832
SAMEA3708678,PRJEB26832
SAMEA3708679,PRJEB26832
SAMEA3708680,PRJEB26832
SAMEA3708681,PRJEB26832
SAMEA3708682,PRJEB26832
SAMEA3708683,PRJEB26832
SAMEA3708684,PRJEB26832
SAMEA3708685,PRJEB26832
SAMEA3708686,PRJEB26832
SAMEA3708687,PRJEB26832
SAMEA3708688,PRJEB26832
SAMEA3708689,PRJEB26832
SAMEA3708690,PRJEB26832
SAMEA3708691,PRJEB26832
SAMEA3708692,PRJEB26832
SAMEA3708693,PRJEB26832
SAMEA3708694,PRJEB26832
SAMEA3708695,PRJEB26832
SAMEA3708696,PRJEB26832
SAMEA3708697,PRJEB26832
SAMEA3708698,PRJEB26832
SAMEA3708699,PRJEB26832
SAMEA3708700,PRJEB26832
SAMEA3708702,PRJEB26832
SAMEA3708703,PRJEB26832
SAMEA3708704,PRJEB26832
SAMEA3708705,PRJEB26832
SAMEA3708706,PRJEB26832
SAMEA3708707,PRJEB26832
SAMEA3708708,PRJEB26832
SAMEA3708709,PRJEB26832
SAMEA3708710,PRJEB26832
SAMEA3708711,PRJEB26832
SAMEA3708712,PRJEB26832
SAMEA3708713,PRJEB26832
SAMEA3708714,PRJEB26832
SAMEA3715964,PRJEB12203
SAMEA3715965,PRJEB12203
SAMEA3715966,PRJEB12203
SAMEA3715967,PRJEB12203
SAMEA3715968,PRJEB12203
SAMEA3715969,PRJEB12203
SAMEA3715970,PRJEB12203
SAMEA3715971,PRJEB12203
SAMEA3715972,PRJEB12203
SAMEA3715973,PRJEB12203
SAMEA3715974,PRJEB12203
SAMEA3715983,PRJEB12203
SAMEA3715984,PRJEB12203
SAMEA3715985,PRJEB12203
SAMEA3735738,PRJEB9488
SAMEA3735743,PRJEB9488
SAMEA3735747,PRJEB9488
SAMEA3735795,PRJEB9488
SAMEA3735796,PRJEB9488
SAMEA3735799,PRJEB9488
SAMEA3735815,PRJEB9488
SAMEA3735816,PRJEB9488
SAMEA3735820,PRJEB9488
SAMEA3735853,PRJEB9488
SAMEA3735855,PRJEB9488
SAMEA3735857,PRJEB9488
SAMEA3735858,PRJEB9488
SAMEA3735863,PRJEB9488
SAMEA3735881,PRJEB9488
SAMEA3735893,PRJEB9488
SAMEA3735894,PRJEB9488
SAMEA3735897,PRJEB9488
SAMEA3735911,PRJEB9488
SAMEA3735914,PRJEB9488
SAMEA3735915,PRJEB9488
SAMEA3735916,PRJEB9488
SAMEA3735917,PRJEB9488
SAMEA3735918,PRJEB9488
SAMEA3735962,PRJEB9488
SAMEA3879500,PRJEB12449
SAMEA3879501,PRJEB12449
SAMEA3879502,PRJEB12449
SAMEA3879503,PRJEB12449
SAMEA3879504,PRJEB12449
SAMEA3879505,PRJEB12449
SAMEA3879506,PRJEB12449
SAMEA3879507,PRJEB12449
SAMEA3879508,PRJEB12449
SAMEA3879509,PRJEB12449
SAMEA3879510,PRJEB26432
SAMEA3879511,PRJEB12449
SAMEA3879512,PRJEB12449
SAMEA3879513,PRJEB12449
SAMEA3879514,PRJEB12449
SAMEA3879515,PRJEB12449
SAMEA3879516,PRJEB26432
SAMEA3879517,PRJEB12449
SAMEA3879518,PRJEB12449
SAMEA3879519,PRJEB12449
SAMEA3879520,PRJEB12449
SAMEA3879521,PRJEB12449
SAMEA3879522,PRJEB12449
SAMEA3879523,PRJEB12449
SAMEA3879524,PRJEB26432
SAMEA3879525,PRJEB12449
SAMEA3879526,PRJEB12449
SAMEA3879527,PRJEB26432
SAMEA3879528,PRJEB26432
SAMEA3879529,PRJEB12449
SAMEA3879530,PRJEB12449
SAMEA3879531,PRJEB26432
SAMEA3879532,PRJEB12449
SAMEA3879533,PRJEB12449
SAMEA3879534,PRJEB12449
SAMEA3879535,PRJEB12449
SAMEA3879536,PRJEB12449
SAMEA3879537,PRJEB12449
SAMEA3879538,PRJEB26432
SAMEA3879539,PRJEB12449
SAMEA3879540,PRJEB26432
SAMEA3879541,PRJEB12449
SAMEA3879542,PRJEB26432
SAMEA3879543,PRJEB12449
SAMEA3879544,PRJEB12449
SAMEA3879545,PRJEB12449
SAMEA3879546,PRJEB12449
SAMEA3879547,PRJEB26432
SAMEA3879548,PRJEB26432
SAMEA3879549,PRJEB12449
SAMEA3879550,PRJEB26432
SAMEA3879551,PRJEB12449
SAMEA3879552,PRJEB26432
SAMEA3879553,PRJEB12449
SAMEA3879554,PRJEB12449
SAMEA3879555,PRJEB12449
SAMEA3879556,PRJEB26432
SAMEA3879557,PRJEB26432
SAMEA3879558,PRJEB12449
SAMEA3879559,PRJEB12449
SAMEA3879560,PRJEB26432
SAMEA3879561,PRJEB26432
SAMEA3879562,PRJEB12449
SAMEA3879563,PRJEB26432
SAMEA3879564,PRJEB12449
SAMEA3879565,PRJEB12449
SAMEA3879566,PRJEB26432
SAMEA3879567,PRJEB26432
SAMEA3879568,PRJEB12449
SAMEA3879569,PRJEB12449
SAMEA3879570,PRJEB12449
SAMEA3879571,PRJEB12449
SAMEA3879572,PRJEB26432
SAMEA3879573,PRJEB12449
SAMEA3879574,PRJEB12449
SAMEA3879575,PRJEB12449
SAMEA3879576,PRJEB12449
SAMEA3879577,PRJEB26432
SAMEA3879578,PRJEB26432
SAMEA3879579,PRJEB12449
SAMEA3879580,PRJEB12449
SAMEA3879581,PRJEB12449
SAMEA3879582,PRJEB12449
SAMEA3879583,PRJEB12449
SAMEA3879584,PRJEB12449
SAMEA3879585,PRJEB12449
SAMEA3879586,PRJEB26432
SAMEA3879587,PRJEB12449
SAMEA3879588,PRJEB12449
SAMEA3879589,PRJEB12449
SAMEA3879590,PRJEB26432
SAMEA3879591,PRJEB12449
SAMEA3879592,PRJEB12449
SAMEA3879593,PRJEB26432
SAMEA3879594,PRJEB12449
SAMEA3879595,PRJEB12449
SAMEA3879596,PRJEB12449
SAMEA3879597,PRJEB12449
SAMEA3879598,PRJEB12449
SAMEA3879599,PRJEB26432
SAMEA3879600,PRJEB26432
SAMEA3879601,PRJEB12449
SAMEA3879602,PRJEB12449
SAMEA3879603,PRJEB12449
SAMEA3879604,PRJEB26432
SAMEA3879605,PRJEB26432
SAMEA3879606,PRJEB12449
SAMEA3879607,PRJEB26432
SAMEA3879608,PRJEB12449
SAMEA3879609,PRJEB26432
SAMEA3882503,PRJEB26432
SAMEA3882504,PRJEB26432
SAMEA3882505,PRJEB12357
SAMEA3882506,PRJEB12357
SAMEA3882507,PRJEB12357
SAMEA3882508,PRJEB12357
SAMEA3882509,PRJEB12357
SAMEA3882510,PRJEB12357
SAMEA3882511,PRJEB12357
SAMEA3882512,PRJEB12357
SAMEA3882513,PRJEB12357
SAMEA3882514,PRJEB12357
SAMEA3882515,PRJEB26432
SAMEA3882516,PRJEB26432
SAMEA3882517,PRJEB12357
SAMEA3882518,PRJEB26432
SAMEA3882519,PRJEB12357
SAMEA3882520,PRJEB12357
SAMEA3882521,PRJEB12357
SAMEA3882522,PRJEB12357
SAMEA3882523,PRJEB12357
SAMEA3882524,PRJEB12357
SAMEA3882525,PRJEB12357
SAMEA3882526,PRJEB26432
SAMEA3882527,PRJEB12357
SAMEA3882528,PRJEB12357
SAMEA3882529,PRJEB26432
SAMEA3882530,PRJEB26432
SAMEA3882531,PRJEB12357
SAMEA3882532,PRJEB12357
SAMEA3882533,PRJEB12357
SAMEA3882534,PRJEB12357
SAMEA3882535,PRJEB12357
SAMEA3882536,PRJEB26432
SAMEA3882537,PRJEB12357
SAMEA3882538,PRJEB26432
SAMEA3882539,PRJEB12357
SAMEA3882540,PRJEB12357
SAMEA3882541,PRJEB12357
SAMEA3882542,PRJEB26432
SAMEA3882543,PRJEB12357
SAMEA3882544,PRJEB26432
SAMEA3882545,PRJEB26432
SAMEA3882546,PRJEB12357
SAMEA3882547,PRJEB12357
SAMEA3882548,PRJEB12357
SAMEA3882549,PRJEB26432
SAMEA3882550,PRJEB12357
SAMEA3882551,PRJEB12357
SAMEA3882552,PRJEB12357
SAMEA3882553,PRJEB12357
SAMEA3882554,PRJEB12357
SAMEA3882555,PRJEB12357
SAMEA3882556,PRJEB12357
SAMEA3882557,PRJEB12357
SAMEA3888893,PRJEB26432
SAMEA3888894,PRJEB12947
SAMEA3888895,PRJEB12947
SAMEA3888896,PRJEB26432
SAMEA3888897,PRJEB26432
SAMEA3888898,PRJEB12947
SAMEA3888899,PRJEB26432
SAMEA3888900,PRJEB26432
SAMEA3888901,PRJEB12947
SAMEA3888902,PRJEB12947
SAMEA3888903,PRJEB12947
SAMEA3888904,PRJEB26432
SAMEA3888905,PRJEB12947
SAMEA3888906,PRJEB26432
SAMEA3888907,PRJEB26432
SAMEA3888908,PRJEB26432
SAMEA3888909,PRJEB26432
SAMEA3888910,PRJEB26432
SAMEA3888911,PRJEB12947
SAMEA3888912,PRJEB26432
SAMEA3888913,PRJEB26432
SAMEA3888914,PRJEB26432
SAMEA3888915,PRJEB12947
SAMEA3888916,PRJEB26432
SAMEA3888917,PRJEB26432
SAMEA3888918,PRJEB12947
SAMEA3888919,PRJEB26432
SAMEA3888920,PRJEB12947
SAMEA3888921,PRJEB26432
SAMEA3888922,PRJEB26432
SAMEA3888923,PRJEB12947
SAMEA3888924,PRJEB26432
SAMEA3888925,PRJEB26432
SAMEA3935374,PRJEB13267
SAMEA3935375,PRJEB13267
SAMEA3935402,PRJEB13626
SAMEA3935403,PRJEB13626
SAMEA4052456,PRJNA514245
SAMEA4052460,PRJNA514245
SAMEA4052461,PRJNA514245
SAMEA4052462,PRJNA514245
SAMEA4052463,PRJNA514245
SAMEA4052464,PRJNA514245
SAMEA4052465,PRJNA514245
SAMEA4052466,PRJNA514245
SAMEA4360796,PRJNA514245
SAMEA4360797,PRJNA514245
SAMEA4360799,PRJNA514245
SAMEA4360800,PRJNA514245
SAMEA4360801,PRJNA514245
SAMEA4360806,PRJNA514245
SAMEA4360809,PRJNA514245
SAMEA4360812,PRJNA514245
SAMEA4360813,PRJNA514245
SAMEA4360814,PRJNA514245
SAMEA4360815,PRJNA514245
SAMEA4360817,PRJNA514245
SAMEA4360818,PRJNA514245
SAMEA4362930,PRJNA514245
SAMEA4362938,PRJNA514245
SAMEA4363058,PRJNA514245
SAMEA4363221,PRJNA514245
SAMEA4370581,PRJEB26432
SAMEA4370582,PRJEB20539
SAMEA4370583,PRJEB26432
SAMEA4370584,PRJEB26432
SAMEA4378228,PRJEB26432
SAMEA4378229,PRJEB26924
SAMEA4378230,PRJEB26924
SAMEA4378231,PRJEB26432
SAMEA4378232,PRJEB26924
SAMEA4378233,PRJEB26924
SAMEA4378234,PRJEB26432
SAMEA4378235,PRJEB26432
SAMEA4378236,PRJEB26924
SAMEA4378237,PRJEB26432
SAMEA4378238,PRJEB26432
SAMEA4378240,PRJEB26432
SAMEA4378241,PRJEB26924
SAMEA4378242,PRJEB26432
SAMEA4378243,PRJEB26924
SAMEA4378244,PRJEB26432
SAMEA4378245,PRJEB26924
SAMEA4378246,PRJEB26432
SAMEA4378247,PRJEB26924
SAMEA4378248,PRJEB26924
SAMEA4378249,PRJEB26924
SAMEA4378250,PRJEB26924
SAMEA4378251,PRJEB26924
SAMEA4378252,PRJEB26432
SAMEA4378253,PRJEB26924
SAMEA4378254,PRJEB26432
SAMEA4378255,PRJEB26924
SAMEA4378256,PRJEB26432
SAMEA4378257,PRJEB26924
SAMEA4378258,PRJEB26924
SAMEA4378259,PRJEB26432
SAMEA4378260,PRJEB26924
SAMEA4378261,PRJEB26924
SAMEA4378262,PRJEB26924
SAMEA4378264,PRJEB26924
SAMEA4378266,PRJEB26924
SAMEA4378267,PRJEB26924
SAMEA4378268,PRJEB26924
SAMEA4378270,PRJEB26432
SAMEA4378271,PRJEB26432
SAMEA4378272,PRJEB26924
SAMEA4378273,PRJEB26924
SAMEA4378274,PRJEB26924
SAMEA4378275,PRJEB26924
SAMEA4378276,PRJEB26924
SAMEA4378277,PRJEB26924
SAMEA4378278,PRJEB26924
SAMEA4378279,PRJEB26924
SAMEA4378280,PRJEB26432
SAMEA4378281,PRJEB26924
SAMEA4378282,PRJEB26924
SAMEA4378283,PRJEB26924
SAMEA4378284,PRJEB26924
SAMEA4378285,PRJEB26924
SAMEA4378286,PRJEB26924
SAMEA4378287,PRJEB26924
SAMEA4378288,PRJEB26924
SAMEA4378289,PRJEB26924
SAMEA4378290,PRJEB26924
SAMEA4378291,PRJEB26432
SAMEA4378292,PRJEB26924
SAMEA4378293,PRJEB26924
SAMEA4378294,PRJEB26432
SAMEA4378295,PRJEB26924
SAMEA4378296,PRJEB26924
SAMEA4378297,PRJEB26924
SAMEA4378298,PRJEB26924
SAMEA4378299,PRJEB26924
SAMEA4378300,PRJEB26924
SAMEA4378301,PRJEB26924
SAMEA4378302,PRJEB26924
SAMEA4378303,PRJEB26924
SAMEA4378304,PRJEB26924
SAMEA4378305,PRJEB26924
SAMEA4378306,PRJEB26924
SAMEA4378307,PRJEB26924
SAMEA4378308,PRJEB26924
SAMEA4378309,PRJEB26924
SAMEA4378310,PRJEB26924
SAMEA4378311,PRJEB26924
SAMEA4378312,PRJEB26924
SAMEA4378313,PRJEB26924
SAMEA4378314,PRJEB26924
SAMEA4378315,PRJEB26924
SAMEA4378316,PRJEB26924
SAMEA4378317,PRJEB26924
SAMEA4378318,PRJEB26924
SAMEA4378319,PRJEB26924
SAMEA4378320,PRJEB26924
SAMEA4378322,PRJEB26924
SAMEA4378323,PRJEB26924
SAMEA4378324,PRJEB26924
SAMEA4378325,PRJEB26924
SAMEA4378326,PRJEB26924
SAMEA4378327,PRJEB26924
SAMEA4378328,PRJEB26924
SAMEA4378329,PRJEB26924
SAMEA4384402,PRJEB26432
SAMEA4384481,PRJEB26432
SAMEA4431876,PRJEB27122
SAMEA4431879,PRJEB27122
SAMEA4431882,PRJEB26432
SAMEA4431886,PRJEB27122
SAMEA4431933,PRJEB26432
SAMEA4431962,PRJEB26432
SAMEA4431971,PRJEB26432
SAMEA4431973,PRJEB27122
SAMEA4431975,PRJEB26432
SAMEA44442418,PRJNA514245
SAMEA44443168,PRJNA514245
SAMEA44443918,PRJNA514245
SAMEA44444668,PRJNA514245
SAMEA44445418,PRJNA514245
SAMEA44446168,PRJNA514245
SAMEA44446918,PRJNA514245
SAMEA46141918,PRJNA514245
SAMEA4618945,PRJNA514245
SAMEA4645278,PRJEB26604
SAMEA4645279,PRJEB33866
SAMEA4697435,PRJNA514245
SAMEA4697436,PRJNA514245
SAMEA4697437,PRJNA514245
SAMEA4697438,PRJNA514245
SAMEA4697439,PRJNA514245
SAMEA4697440,PRJNA514245
SAMEA4697441,PRJNA514245
SAMEA4697442,PRJNA514245
SAMEA4697443,PRJNA514245
SAMEA4697444,PRJNA514245
SAMEA4697445,PRJNA514245
SAMEA4697446,PRJNA514245
SAMEA4697447,PRJNA514245
SAMEA4697448,PRJNA514245
SAMEA4697449,PRJNA514245
SAMEA4697450,PRJNA514245
SAMEA4697451,PRJNA514245
SAMEA4697452,PRJNA514245
SAMEA4697454,PRJNA514245
SAMEA4697458,PRJNA514245
SAMEA4697459,PRJNA514245
SAMEA4697460,PRJNA514245
SAMEA4697461,PRJNA514245
SAMEA4697462,PRJNA514245
SAMEA4697463,PRJNA514245
SAMEA4697464,PRJNA514245
SAMEA4697481,PRJNA514245
SAMEA4697482,PRJNA514245
SAMEA4697483,PRJNA514245
SAMEA4697484,PRJNA514245
SAMEA4697485,PRJNA514245
SAMEA4697486,PRJNA514245
SAMEA4697487,PRJNA514245
SAMEA4697488,PRJNA514245
SAMEA4697489,PRJNA514245
SAMEA4697490,PRJNA514245
SAMEA4697491,PRJNA514245
SAMEA4697492,PRJNA514245
SAMEA4697493,PRJNA514245
SAMEA4697494,PRJNA514245
SAMEA4697495,PRJNA514245
SAMEA4697496,PRJNA514245
SAMEA4697497,PRJNA514245
SAMEA4697498,PRJNA514245
SAMEA4697499,PRJNA514245
SAMEA4697500,PRJNA514245
SAMEA4697501,PRJNA514245
SAMEA4697502,PRJNA514245
SAMEA4697503,PRJNA514245
SAMEA4697504,PRJNA514245
SAMEA4697505,PRJNA514245
SAMEA4697506,PRJNA514245
SAMEA4697507,PRJNA514245
SAMEA4697508,PRJNA514245
SAMEA4697509,PRJNA514245
SAMEA4697510,PRJNA514245
SAMEA4697511,PRJNA514245
SAMEA4697512,PRJNA514245
SAMEA4697513,PRJNA514245
SAMEA4697522,PRJNA514245
SAMEA4697523,PRJNA514245
SAMEA4697524,PRJNA514245
SAMEA4697544,PRJNA514245
SAMEA4697549,PRJNA514245
SAMEA4697550,PRJNA514245
SAMEA4697551,PRJNA514245
SAMEA4697552,PRJNA514245
SAMEA4697583,PRJNA514245
SAMEA4697584,PRJNA514245
SAMEA4697587,PRJNA514245
SAMEA4697588,PRJNA514245
SAMEA4697591,PRJNA514245
SAMEA4697595,PRJNA514245
SAMEA4697596,PRJNA514245
SAMEA4697600,PRJNA514245
SAMEA4697637,PRJNA514245
SAMEA4697638,PRJNA514245
SAMEA4697640,PRJNA514245
SAMEA4697641,PRJNA514245
SAMEA4697642,PRJNA514245
SAMEA4697643,PRJNA514245
SAMEA4697644,PRJNA514245
SAMEA4697645,PRJNA514245
SAMEA4697646,PRJNA514245
SAMEA4697647,PRJNA514245
SAMEA4697649,PRJNA514245
SAMEA4697650,PRJNA514245
SAMEA4697651,PRJNA514245
SAMEA4697652,PRJNA514245
SAMEA4697653,PRJNA514245
SAMEA4697654,PRJNA514245
SAMEA4697655,PRJNA514245
SAMEA4697656,PRJNA514245
SAMEA4697657,PRJNA514245
SAMEA4697658,PRJNA514245
SAMEA4697659,PRJNA514245
SAMEA4697660,PRJNA514245
SAMEA4697661,PRJNA514245
SAMEA4697662,PRJNA514245
SAMEA4697663,PRJNA514245
SAMEA4697664,PRJNA514245
SAMEA4697665,PRJNA514245
SAMEA4697666,PRJNA514245
SAMEA4697667,PRJNA514245
SAMEA4697669,PRJNA514245
SAMEA4697670,PRJNA514245
SAMEA4697671,PRJNA514245
SAMEA4697672,PRJNA514245
SAMEA4697673,PRJNA514245
SAMEA4697674,PRJNA514245
SAMEA4697675,PRJNA514245
SAMEA4697676,PRJNA514245
SAMEA4697677,PRJNA514245
SAMEA4697678,PRJNA514245
SAMEA4697679,PRJNA514245
SAMEA4697680,PRJNA514245
SAMEA4697682,PRJNA514245
SAMEA4697685,PRJNA514245
SAMEA4697694,PRJNA514245
SAMEA4697695,PRJNA514245
SAMEA4697696,PRJNA514245
SAMEA4697697,PRJNA514245
SAMEA4697698,PRJNA514245
SAMEA4697699,PRJNA514245
SAMEA4697700,PRJNA514245
SAMEA4697701,PRJNA514245
SAMEA4697702,PRJNA514245
SAMEA4697703,PRJNA514245
SAMEA4697704,PRJNA514245
SAMEA4697705,PRJNA514245
SAMEA4697706,PRJNA514245
SAMEA4697707,PRJNA514245
SAMEA4697708,PRJNA514245
SAMEA4697710,PRJNA514245
SAMEA4697711,PRJNA514245
SAMEA4697712,PRJNA514245
SAMEA4697713,PRJNA514245
SAMEA4697714,PRJNA514245
SAMEA4697715,PRJNA514245
SAMEA4697722,PRJNA514245
SAMEA4697723,PRJNA514245
SAMEA4697724,PRJNA514245
SAMEA4697725,PRJNA514245
SAMEA4697726,PRJNA514245
SAMEA4697728,PRJNA514245
SAMEA4697729,PRJNA514245
SAMEA4697733,PRJNA514245
SAMEA4697735,PRJNA514245
SAMEA4697737,PRJNA514245
SAMEA4697738,PRJNA514245
SAMEA4697740,PRJNA514245
SAMEA4697743,PRJNA514245
SAMEA4697744,PRJNA514245
SAMEA4697745,PRJNA514245
SAMEA4697746,PRJNA514245
SAMEA4697747,PRJNA514245
SAMEA4697748,PRJNA514245
SAMEA4697751,PRJNA514245
SAMEA4697754,PRJNA514245
SAMEA4697755,PRJNA514245
SAMEA4697756,PRJNA514245
SAMEA4697759,PRJNA514245
SAMEA4697766,PRJNA514245
SAMEA4697767,PRJNA514245
SAMEA4697769,PRJNA514245
SAMEA4697770,PRJNA514245
SAMEA4697771,PRJNA514245
SAMEA4697773,PRJNA514245
SAMEA4697774,PRJNA514245
SAMEA4697781,PRJNA514245
SAMEA4697782,PRJNA514245
SAMEA4697783,PRJNA514245
SAMEA4697784,PRJNA514245
SAMEA4697785,PRJNA514245
SAMEA4697786,PRJNA514245
SAMEA4697787,PRJNA514245
SAMEA4697788,PRJNA514245
SAMEA4697789,PRJNA514245
SAMEA4697790,PRJNA514245
SAMEA4697791,PRJNA514245
SAMEA4697792,PRJNA514245
SAMEA4697840,PRJNA514245
SAMEA4697841,PRJNA514245
SAMEA4697842,PRJNA514245
SAMEA4697843,PRJNA514245
SAMEA4697844,PRJNA514245
SAMEA4697845,PRJNA514245
SAMEA4697846,PRJNA514245
SAMEA4697847,PRJNA514245
SAMEA4697848,PRJNA514245
SAMEA4697849,PRJNA514245
SAMEA4697850,PRJNA514245
SAMEA4697851,PRJNA514245
SAMEA4697852,PRJNA514245
SAMEA4697853,PRJNA514245
SAMEA4697854,PRJNA514245
SAMEA4697855,PRJNA514245
SAMEA4697856,PRJNA514245
SAMEA4697857,PRJNA514245
SAMEA4697858,PRJNA514245
SAMEA4697859,PRJNA514245
SAMEA4697860,PRJNA514245
SAMEA4697861,PRJNA514245
SAMEA4697862,PRJNA514245
SAMEA4697863,PRJNA514245
SAMEA4697864,PRJNA514245
SAMEA4697865,PRJNA514245
SAMEA4697866,PRJNA514245
SAMEA4697867,PRJNA514245
SAMEA4697868,PRJNA514245
SAMEA4697869,PRJNA514245
SAMEA4697870,PRJNA514245
SAMEA4697871,PRJNA514245
SAMEA4697872,PRJNA514245
SAMEA4697873,PRJNA514245
SAMEA4697874,PRJNA514245
SAMEA4697875,PRJNA514245
SAMEA4697876,PRJNA514245
SAMEA4697877,PRJNA514245
SAMEA4697878,PRJNA514245
